SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
8,13:54:58,2025-03-04,Petals barcode,Shea Nolan,,016,A,bottom,-0.005761,2.541235,-0.005774,-0.085162,1.254786,1.257856,2.694481,1.439696,12.631642,12.600810,27.058527,0.441786,7.500000,46.33,46.45,22.33,22.25,22.25,99.58,120.5,120.2,0.3,1949,4.026,13:54:33,2025-03-04,0.17,1,0.002,0.001,-9999.000,-0.005,-0.004,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.494424,2.505115,1.358484,0.844247,0.303399,-0.001518,0.215499,1.799123,48.359871,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
9,13:57:34,2025-03-04,Petals barcode,Shea Nolan,,017,A,bottom,-0.007234,2.541401,-0.007255,-0.103867,1.235745,1.239490,2.633587,1.397841,12.448117,12.410509,26.448936,0.441786,7.500000,45.10,45.24,22.53,21.88,21.88,99.57,120.5,119.9,0.5,390,4.024,13:54:33,2025-03-04,0.17,1,0.001,-0.003,-9999.000,-0.003,-0.005,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.492615,2.503253,1.358582,0.843570,0.301069,-0.007972,0.227658,0.445537,47.326324,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
10,13:58:09,2025-03-04,Petals barcode,Shea Nolan,,017,A,top,0.005243,2.540215,0.005232,0.069355,1.232738,1.230236,2.527767,1.295029,12.355581,12.380713,25.387022,0.441786,7.500000,45.03,44.94,22.51,21.21,21.21,99.57,120.4,120.1,0.3,216,4.023,13:54:33,2025-03-04,0.17,1,0.008,0.003,-9999.000,-0.001,-0.003,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.492181,2.503150,1.357877,0.844087,0.301235,-0.015347,0.230297,0.294304,47.126770,0.000134,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
11,14:01:13,2025-03-04,Petals barcode,Shea Nolan,,018,A,top,0.001925,2.538980,0.001924,0.029107,1.301150,1.300099,2.777029,1.475879,13.056845,13.067392,27.889584,0.441786,7.500000,47.83,47.79,22.41,22.75,22.75,99.57,120.3,120.0,0.2,469,4.021,13:54:33,2025-03-04,0.17,1,-0.002,-0.003,0.009,-0.004,-0.006,-0.011,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.496349,2.507285,1.357142,0.843897,0.302486,0.003267,0.243976,0.514173,46.366810,0.000131,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
12,14:01:34,2025-03-04,Petals barcode,Shea Nolan,,018,A,bottom,-0.004357,2.540411,-0.004364,-0.057928,1.329677,1.331765,2.625287,1.295609,13.373253,13.352285,26.362469,0.441786,7.500000,48.97,49.05,22.38,21.82,21.82,99.58,120.4,120.0,0.4,448,4.020,13:54:33,2025-03-04,0.17,1,0.006,0.004,-9999.000,-0.002,0.002,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.498180,2.508967,1.357993,0.843827,0.302886,-0.006831,0.245560,0.495530,46.314598,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
13,14:04:33,2025-03-04,Petals barcode,Shea Nolan,,019,A,bottom,-0.008218,2.540803,-0.008244,-0.111687,1.382747,1.386769,2.703759,1.321012,13.929780,13.889385,27.158653,0.441786,7.500000,51.06,51.20,22.34,22.31,22.31,99.55,120.5,119.9,0.4,866,4.018,13:54:33,2025-03-04,0.17,1,-0.003,-0.004,0.008,-0.002,-0.004,-0.005,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.501284,2.512001,1.358227,0.843650,0.303385,-0.000890,0.258432,0.858656,45.713066,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
14,14:05:27,2025-03-04,Petals barcode,Shea Nolan,,019,A,top,0.002882,2.540401,0.002879,0.039870,1.365029,1.363593,2.715550,1.350521,13.697710,13.712136,27.278528,0.441786,7.500000,50.09,50.03,22.44,22.38,22.38,99.55,120.4,120.0,0.3,102,4.017,14:04:45,2025-03-04,0.22,1,-0.002,-0.005,-9999.000,-0.000,-0.003,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.499576,2.510498,1.357987,0.843926,0.302127,-0.001271,0.262374,0.195606,45.585037,0.000131,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
15,14:08:41,2025-03-04,Petals barcode,Shea Nolan,,020,A,top,0.000072,2.538470,0.000072,0.001032,1.214854,1.214817,2.616936,1.402082,12.208110,12.208484,26.298483,0.441786,7.500000,43.46,43.46,22.86,21.77,21.77,99.51,120.3,119.9,0.3,230,4.014,14:04:45,2025-03-04,0.22,1,-0.001,0.001,-9999.000,-0.001,-0.004,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.489936,2.500679,1.356839,0.843627,0.297118,-0.012932,0.275220,0.306436,45.079350,0.000134,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
16,14:09:09,2025-03-04,Petals barcode,Shea Nolan,,020,A,bottom,-0.008255,2.537370,-0.008282,-0.108583,1.217901,1.221823,2.498110,1.280210,12.278861,12.239437,25.105059,0.441786,7.500000,43.69,43.83,22.81,21.01,21.01,99.51,120.2,120.1,0.1,275,4.014,14:04:45,2025-03-04,0.22,1,0.000,-0.001,-9999.000,0.003,-0.000,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.490497,2.501035,1.356186,0.844128,0.297678,-0.020896,0.276846,0.345663,45.017479,0.000134,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
17,14:11:47,2025-03-04,Petals barcode,Shea Nolan,,021,A,bottom,-0.005525,2.539639,-0.005537,-0.074623,1.283334,1.286024,2.598088,1.314754,12.924604,12.897568,26.110910,0.441786,7.500000,46.32,46.41,22.71,21.65,21.65,99.50,120.4,120.1,0.3,222,4.012,14:04:45,2025-03-04,0.22,1,0.003,0.004,0.005,-0.001,-0.000,-0.006,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.494282,2.504928,1.357534,0.843981,0.298851,-0.012594,0.286474,0.299806,44.499279,0.000133,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
18,14:12:24,2025-03-04,Petals barcode,Shea Nolan,,021,A,top,0.009104,2.541138,0.009072,0.119693,1.198244,1.193930,2.486750,1.288506,11.999413,12.042774,24.992712,0.441786,7.500000,43.40,43.25,22.65,20.94,20.94,99.50,120.5,119.9,0.5,148,4.011,14:04:45,2025-03-04,0.22,1,-0.003,-0.003,-9999.000,0.000,0.001,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.489674,2.500642,1.358426,0.843636,0.299575,-0.019905,0.288727,0.234901,44.379829,0.000132,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
19,14:14:33,2025-03-04,Petals barcode,Shea Nolan,,022,A,top,-0.004467,2.542954,-0.004475,-0.066506,1.327576,1.329968,2.775907,1.448331,13.365203,13.341168,27.895828,0.441786,7.500000,48.04,48.13,22.67,22.74,22.74,99.51,120.6,17.6,85.4,139,4.010,14:04:45,2025-03-04,0.22,1,0.000,0.001,-9999.000,0.001,-0.002,-9999.000,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.496779,2.507468,1.359508,0.631282,0.299387,0.000231,0.297187,0.227280,44.123055,0.000131,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
20,14:15:50,2025-03-04,Petals barcode,Shea Nolan,,022,A,bottom,-0.006940,2.542329,-0.006959,-0.098673,1.314241,1.317791,2.696711,1.382470,13.243500,13.207823,27.101326,0.441786,7.500000,47.58,47.71,22.66,22.27,22.27,99.50,120.6,119.8,0.6,417,4.009,14:14:57,2025-03-04,0.21,1,-0.003,0.002,-0.007,0.001,-0.002,-0.009,1,115,0.005,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.496172,2.506803,1.359135,0.843433,0.299469,-0.005105,0.301935,0.468740,43.960335,0.000131,2.417466,-0.000070,1.000000,2.427854,-0.000070,1.000000,0.600196,0.599648,0.106705,0.000000,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2025-02-26T02:26:52.357Z
